promo_id,article_no,store_id,start_date,end_date,offer_type,discount_pct,promo_channel,has_endcap,on_promo_bay,brand,category,sub_category
02JYV6,200700,S001,2024-08-14,2024-08-20,40% Off,40.0,Catalog,True,True,CERBrand04C,Breakfast,Cereals
YJOAOE,200701,S001,2024-08-14,2024-08-20,40% Off,40.0,Catalog,True,True,CERBrand04C,Breakfast,Cereals
JV9LHA,200702,S001,2024-08-14,2024-08-20,40% Off,40.0,Catalog,True,True,CERBrand04C,Breakfast,Cereals
LCKZ3V,200703,S001,2024-08-14,2024-08-20,40% Off,40.0,Catalog,True,True,CERBrand04C,Breakfast,Cereals
WLO7AM,200724,S001,2024-08-14,2024-08-20,25% Off,25.0,Catalog,False,False,CERBrand09C,Breakfast,Cereals
MPQ0HZ,200725,S001,2024-08-14,2024-08-20,25% Off,25.0,Catalog,False,False,CERBrand09C,Breakfast,Cereals
YJB48W,200726,S001,2024-08-14,2024-08-20,25% Off,25.0,Catalog,False,False,CERBrand09C,Breakfast,Cereals
UMH9NK,200727,S001,2024-08-14,2024-08-20,25% Off,25.0,Catalog,False,False,CERBrand09C,Breakfast,Cereals
LYBWGM,200728,S001,2024-08-14,2024-08-20,25% Off,25.0,Catalog,False,False,CERBrand09C,Breakfast,Cereals
P9A9UR,200744,S001,2024-08-14,2024-08-20,25% Off,25.0,Catalog,False,False,OATBrand04O,Breakfast,Oats
I7EV4D,200745,S001,2024-08-14,2024-08-20,25% Off,25.0,Catalog,False,False,OATBrand04O,Breakfast,Oats
H9UGF1,200746,S001,2024-08-14,2024-08-20,25% Off,25.0,Catalog,False,False,OATBrand04O,Breakfast,Oats
0OO1PV,200747,S001,2024-08-14,2024-08-20,25% Off,25.0,Catalog,False,False,OATBrand04O,Breakfast,Oats
LND581,200741,S001,2024-08-14,2024-08-20,30% Off,30.0,Catalog,False,False,OATBrand03O,Breakfast,Oats
LTO4RQ,200742,S001,2024-08-14,2024-08-20,30% Off,30.0,Catalog,False,False,OATBrand03O,Breakfast,Oats
3Q7GKT,200743,S001,2024-08-14,2024-08-20,30% Off,30.0,Catalog,False,False,OATBrand03O,Breakfast,Oats
MQG6NX,200013,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,CHIBrand03C,Snacks,Chips
9OWWEW,200014,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,CHIBrand03C,Snacks,Chips
9V08LI,200015,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,CHIBrand03C,Snacks,Chips
UQDN05,200016,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,CHIBrand03C,Snacks,Chips
XT54FN,200017,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,CHIBrand03C,Snacks,Chips
5G77LK,200018,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,CHIBrand03C,Snacks,Chips
6HQIV9,200019,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,CHIBrand03C,Snacks,Chips
29SEVL,200033,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,CHIBrand06C,Snacks,Chips
7FQ8AB,200034,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,CHIBrand06C,Snacks,Chips
Y595CP,200035,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,CHIBrand06C,Snacks,Chips
JZE1XT,200036,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,CHIBrand06C,Snacks,Chips
AR0KO3,200037,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,CHIBrand06C,Snacks,Chips
1NZSXP,200038,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,CHIBrand06C,Snacks,Chips
EFJ31E,200039,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,CHIBrand06C,Snacks,Chips
GOM62H,200113,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,BISBrand08B,Snacks,Biscuits
DXC6RI,200114,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,BISBrand08B,Snacks,Biscuits
JKQ2ZU,200115,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,BISBrand08B,Snacks,Biscuits
V1FKHN,200116,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,BISBrand08B,Snacks,Biscuits
NK8FWR,200117,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,BISBrand08B,Snacks,Biscuits
PK0ZFK,200118,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,BISBrand08B,Snacks,Biscuits
NWBHKV,200119,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,BISBrand08B,Snacks,Biscuits
JZ09OW,200120,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,BISBrand09B,Snacks,Biscuits
GMF4LN,200121,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,BISBrand09B,Snacks,Biscuits
5RGSG6,200122,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,BISBrand09B,Snacks,Biscuits
A8MLIK,200123,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,BISBrand09B,Snacks,Biscuits
22XMQ6,200124,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,BISBrand09B,Snacks,Biscuits
6442SI,200125,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,BISBrand09B,Snacks,Biscuits
HXODLC,200126,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,BISBrand09B,Snacks,Biscuits
TT058C,200165,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,NUTBrand05N,Snacks,Nuts
UIJ0YX,200166,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,NUTBrand05N,Snacks,Nuts
IYQBVT,200167,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,NUTBrand05N,Snacks,Nuts
DG3C6S,200168,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,NUTBrand05N,Snacks,Nuts
CIVUQT,200213,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CHOBrand08C,Confectionery,Chocolate
2LWHED,200214,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CHOBrand08C,Confectionery,Chocolate
HTHRUU,200215,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CHOBrand08C,Confectionery,Chocolate
5E51H3,200216,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CHOBrand08C,Confectionery,Chocolate
WQA1VR,200217,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CHOBrand08C,Confectionery,Chocolate
GSS8K5,200218,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CHOBrand08C,Confectionery,Chocolate
IJULP9,200175,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CHOBrand02C,Confectionery,Chocolate
8RL9QF,200176,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CHOBrand02C,Confectionery,Chocolate
CPK7PW,200177,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CHOBrand02C,Confectionery,Chocolate
TG21HS,200178,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CHOBrand02C,Confectionery,Chocolate
LTDKVU,200179,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CHOBrand02C,Confectionery,Chocolate
FF124V,200180,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CHOBrand02C,Confectionery,Chocolate
F89X22,200284,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LOLBrand09L,Confectionery,Lollies
J7Q4KF,200285,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LOLBrand09L,Confectionery,Lollies
MM0QPO,200286,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LOLBrand09L,Confectionery,Lollies
P1O8M2,200287,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LOLBrand09L,Confectionery,Lollies
91AZHZ,200288,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LOLBrand09L,Confectionery,Lollies
KNL2LU,200289,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LOLBrand09L,Confectionery,Lollies
HHS4DI,200290,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LOLBrand09L,Confectionery,Lollies
LRZQ8B,200265,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LOLBrand06L,Confectionery,Lollies
XY6RKV,200266,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LOLBrand06L,Confectionery,Lollies
NDXJN7,200267,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LOLBrand06L,Confectionery,Lollies
DE0L1O,200268,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LOLBrand06L,Confectionery,Lollies
FFKHDI,200269,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LOLBrand06L,Confectionery,Lollies
U1JTKA,200270,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LOLBrand06L,Confectionery,Lollies
1C2ZL4,200410,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,YOGBrand06Y,Dairy,Yoghurt
6Q5GQQ,200411,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,YOGBrand06Y,Dairy,Yoghurt
LYZJ0A,200412,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,YOGBrand06Y,Dairy,Yoghurt
EOORBT,200413,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,YOGBrand06Y,Dairy,Yoghurt
6SAPBS,200414,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,YOGBrand06Y,Dairy,Yoghurt
22RUW0,200386,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,YOGBrand01Y,Dairy,Yoghurt
U92T24,200387,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,YOGBrand01Y,Dairy,Yoghurt
D7V911,200388,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,YOGBrand01Y,Dairy,Yoghurt
PJQ50X,200389,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,YOGBrand01Y,Dairy,Yoghurt
CXMSY3,200390,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,YOGBrand01Y,Dairy,Yoghurt
PAUA3A,200432,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,CHEBrand06C,Dairy,Cheese
IPJIYL,200433,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,CHEBrand06C,Dairy,Cheese
QX1UM5,200434,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,CHEBrand06C,Dairy,Cheese
5F1HGA,200425,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,CHEBrand04C,Dairy,Cheese
V42T8L,200426,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,CHEBrand04C,Dairy,Cheese
LIHKPJ,200427,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,CHEBrand04C,Dairy,Cheese
7HME6P,200453,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,DIPBrand05D,Dairy,Dips
4NP00N,200454,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,DIPBrand05D,Dairy,Dips
QOHN3D,200455,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,DIPBrand05D,Dairy,Dips
G60E1E,200456,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,DIPBrand05D,Dairy,Dips
RV0LG9,200457,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,DIPBrand06D,Dairy,Dips
2MJEQA,200458,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,DIPBrand06D,Dairy,Dips
2O4M84,200459,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,DIPBrand06D,Dairy,Dips
P4K9DX,200534,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,TOOBrand01T,Toiletries,Toothpaste
OQ8JXL,200535,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,TOOBrand01T,Toiletries,Toothpaste
FIUEFZ,200536,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,TOOBrand01T,Toiletries,Toothpaste
1C25XN,200560,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,DEOBrand04D,Toiletries,Deodorant
OFG780,200561,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,DEOBrand04D,Toiletries,Deodorant
3G5DFR,200562,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,DEOBrand04D,Toiletries,Deodorant
LW6JL2,200567,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,DEOBrand06D,Toiletries,Deodorant
L5B56B,200568,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,DEOBrand06D,Toiletries,Deodorant
NVSFA6,200569,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,DEOBrand06D,Toiletries,Deodorant
D9ER94,200573,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,BODBrand02W,Toiletries,Body Wash
TEVWLQ,200574,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,BODBrand02W,Toiletries,Body Wash
6EXNWZ,200575,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,BODBrand02W,Toiletries,Body Wash
R04HHE,200576,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,BODBrand02W,Toiletries,Body Wash
7ICDO5,200588,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,BODBrand06W,Toiletries,Body Wash
DIGXL9,200589,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,BODBrand06W,Toiletries,Body Wash
YSU51E,200590,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,BODBrand06W,Toiletries,Body Wash
PXU7B6,200608,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,HANBrand05W,Toiletries,Hand Wash
NBHGFB,200609,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,HANBrand05W,Toiletries,Hand Wash
2FLURM,200610,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,HANBrand05W,Toiletries,Hand Wash
W3UQHW,200611,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,HANBrand05W,Toiletries,Hand Wash
TEK17M,200602,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,HANBrand03W,Toiletries,Hand Wash
6J3RTX,200603,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,HANBrand03W,Toiletries,Hand Wash
YMSCNX,200604,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,HANBrand03W,Toiletries,Hand Wash
8EIQET,200619,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,DISBrand02L,Cleaning,Dishwashing liquid
K5LP9C,200620,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,DISBrand02L,Cleaning,Dishwashing liquid
5SO79H,200621,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,DISBrand02L,Cleaning,Dishwashing liquid
4HA0MV,200622,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,DISBrand02L,Cleaning,Dishwashing liquid
F4S2NI,200652,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,DISBrand06T,Cleaning,Dishwashing tablet
8TNDFW,200653,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,DISBrand06T,Cleaning,Dishwashing tablet
W41F7V,200654,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,DISBrand06T,Cleaning,Dishwashing tablet
4K88K6,200655,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,DISBrand06T,Cleaning,Dishwashing tablet
86QE7A,200648,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,DISBrand05T,Cleaning,Dishwashing tablet
JUL7W8,200649,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,DISBrand05T,Cleaning,Dishwashing tablet
COF313,200650,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,DISBrand05T,Cleaning,Dishwashing tablet
8I2XOG,200651,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,DISBrand05T,Cleaning,Dishwashing tablet
4C8J6E,200656,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LAUBrand01D,Cleaning,Laundry detergent
07FPY1,200657,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LAUBrand01D,Cleaning,Laundry detergent
AELDWQ,200658,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,LAUBrand01D,Cleaning,Laundry detergent
XKE0QC,200677,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,LAUBrand07D,Cleaning,Laundry detergent
96MJ9N,200678,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,LAUBrand07D,Cleaning,Laundry detergent
6EQV5Y,200679,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,LAUBrand07D,Cleaning,Laundry detergent
21ID9V,200680,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,LAUBrand07D,Cleaning,Laundry detergent
VN5X48,200693,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CERBrand03C,Breakfast,Cereals
PW5K0J,200694,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CERBrand03C,Breakfast,Cereals
JSP49C,200695,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CERBrand03C,Breakfast,Cereals
D3IRVX,200696,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CERBrand03C,Breakfast,Cereals
D2ZU4N,200697,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CERBrand03C,Breakfast,Cereals
S7NVV2,200698,S001,2024-08-21,2024-08-27,30% Off,30.0,Catalog,False,False,CERBrand03C,Breakfast,Cereals
8UE1MY,200681,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,CERBrand01C,Breakfast,Cereals
6PO0M2,200682,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,CERBrand01C,Breakfast,Cereals
4US73W,200683,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,CERBrand01C,Breakfast,Cereals
1YAUA8,200684,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,CERBrand01C,Breakfast,Cereals
D7204J,200685,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,CERBrand01C,Breakfast,Cereals
3M9IQB,200686,S001,2024-08-21,2024-08-27,40% Off,40.0,Catalog,True,True,CERBrand01C,Breakfast,Cereals
Q9J2H1,200738,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,OATBrand02O,Breakfast,Oats
TLOM34,200739,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,OATBrand02O,Breakfast,Oats
4MW04I,200740,S001,2024-08-21,2024-08-27,Half Price,50.0,Catalog,True,True,OATBrand02O,Breakfast,Oats
3DZXLR,200735,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,OATBrand01O,Breakfast,Oats
GNJZM3,200736,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,OATBrand01O,Breakfast,Oats
618LEU,200737,S001,2024-08-21,2024-08-27,25% Off,25.0,Catalog,False,False,OATBrand01O,Breakfast,Oats
6ZU1TO,200047,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,CHIBrand08C,Snacks,Chips
ZHDV5O,200048,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,CHIBrand08C,Snacks,Chips
JZTO7D,200049,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,CHIBrand08C,Snacks,Chips
835KUC,200050,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,CHIBrand08C,Snacks,Chips
9PBTYJ,200051,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,CHIBrand08C,Snacks,Chips
R39IIX,200052,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,CHIBrand08C,Snacks,Chips
HAIAW4,200053,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,CHIBrand08C,Snacks,Chips
OTUO4U,200054,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,CHIBrand09C,Snacks,Chips
W590Z9,200055,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,CHIBrand09C,Snacks,Chips
2JN67L,200056,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,CHIBrand09C,Snacks,Chips
M8E49I,200057,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,CHIBrand09C,Snacks,Chips
TE92SR,200058,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,CHIBrand09C,Snacks,Chips
L3VZZX,200059,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,CHIBrand09C,Snacks,Chips
T9QUBW,200060,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,CHIBrand09C,Snacks,Chips
RP8GUU,200100,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,BISBrand06B,Snacks,Biscuits
CM5FYC,200101,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,BISBrand06B,Snacks,Biscuits
ZU80ZR,200102,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,BISBrand06B,Snacks,Biscuits
Z79HQT,200103,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,BISBrand06B,Snacks,Biscuits
YLU58F,200104,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,BISBrand06B,Snacks,Biscuits
TYLAVZ,200105,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,BISBrand06B,Snacks,Biscuits
ME9WT0,200106,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,BISBrand06B,Snacks,Biscuits
0IV1GG,200127,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,BISBrand10B,Snacks,Biscuits
XRED8U,200128,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,BISBrand10B,Snacks,Biscuits
8NOZEM,200129,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,BISBrand10B,Snacks,Biscuits
DMZ5RG,200130,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,BISBrand10B,Snacks,Biscuits
OI9WM1,200131,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,BISBrand10B,Snacks,Biscuits
SAV9CN,200132,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,BISBrand10B,Snacks,Biscuits
G8TANA,200133,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,BISBrand10B,Snacks,Biscuits
6U48GW,200161,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,NUTBrand04N,Snacks,Nuts
GHM56V,200162,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,NUTBrand04N,Snacks,Nuts
U6Z5GF,200163,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,NUTBrand04N,Snacks,Nuts
3BBT87,200164,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,NUTBrand04N,Snacks,Nuts
3LKMGS,200148,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,NUTBrand01N,Snacks,Nuts
6RV977,200149,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,NUTBrand01N,Snacks,Nuts
7TNQET,200150,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,NUTBrand01N,Snacks,Nuts
MNI3GO,200151,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,NUTBrand01N,Snacks,Nuts
M6736Z,200169,S001,2024-08-28,2024-09-03,25% Off,25.0,Catalog,False,False,CHOBrand01C,Confectionery,Chocolate
4DSXLS,200170,S001,2024-08-28,2024-09-03,25% Off,25.0,Catalog,False,False,CHOBrand01C,Confectionery,Chocolate
UTOTHL,200171,S001,2024-08-28,2024-09-03,25% Off,25.0,Catalog,False,False,CHOBrand01C,Confectionery,Chocolate
QH7PPC,200172,S001,2024-08-28,2024-09-03,25% Off,25.0,Catalog,False,False,CHOBrand01C,Confectionery,Chocolate
ADUVL9,200173,S001,2024-08-28,2024-09-03,25% Off,25.0,Catalog,False,False,CHOBrand01C,Confectionery,Chocolate
11ZSB8,200174,S001,2024-08-28,2024-09-03,25% Off,25.0,Catalog,False,False,CHOBrand01C,Confectionery,Chocolate
LV6TX0,200195,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,CHOBrand05C,Confectionery,Chocolate
TBKG8B,200196,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,CHOBrand05C,Confectionery,Chocolate
350SGN,200197,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,CHOBrand05C,Confectionery,Chocolate
Z6D86Z,200198,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,CHOBrand05C,Confectionery,Chocolate
CHHXA7,200199,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,CHOBrand05C,Confectionery,Chocolate
HY7AI3,200200,S001,2024-08-28,2024-09-03,Half Price,50.0,Catalog,True,True,CHOBrand05C,Confectionery,Chocolate
3993N4,200271,S001,2024-08-28,2024-09-03,25% Off,25.0,Catalog,False,False,LOLBrand07L,Confectionery,Lollies
BFIY5P,200272,S001,2024-08-28,2024-09-03,25% Off,25.0,Catalog,False,False,LOLBrand07L,Confectionery,Lollies
U5WH50,200273,S001,2024-08-28,2024-09-03,25% Off,25.0,Catalog,False,False,LOLBrand07L,Confectionery,Lollies
JYOOK6,200274,S001,2024-08-28,2024-09-03,25% Off,25.0,Catalog,False,False,LOLBrand07L,Confectionery,Lollies
3RVWOZ,200275,S001,2024-08-28,2024-09-03,25% Off,25.0,Catalog,False,False,LOLBrand07L,Confectionery,Lollies
QXIWE6,200276,S001,2024-08-28,2024-09-03,25% Off,25.0,Catalog,False,False,LOLBrand07L,Confectionery,Lollies
RGL7JY,200277,S001,2024-08-28,2024-09-03,25% Off,25.0,Catalog,False,False,LOLBrand07L,Confectionery,Lollies
7OTKUD,200232,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,LOLBrand01L,Confectionery,Lollies
E358TR,200233,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,LOLBrand01L,Confectionery,Lollies
E9QDI3,200234,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,LOLBrand01L,Confectionery,Lollies
G13IWP,200235,S001,2024-08-28,2024-09-03,40% Off,40.0,Catalog,True,True,LOLBrand01L,Confectionery,Lollies
